,Q1,Q2B,Q3,Q6A3,Q6A6,Q6A8,Q6A9,Q6A11,Q8,Q9,Q11,Q12B1,Q12E1,Q12F1,Q13,Q15,Q17A1,Q18,Q20,Q21A,Q24B,Q28,Q32A4,Q34,Q37,Q40,Q41,Q42A,Q43,Q44A,Q45A3,Q47,Q47C,Q48,Q49,FAM1,MAR,DE2,DE3,DE7,DE8,DE9
12812,1,4,1,4,3,3,4,3,4,3,4,0,0,1,4,4,1,1,1,1,0,4.5,3.0,70,0,2,3,1,0,3,1,0,0,0,2,1,2,0,0,0,3,4
12813,0,4,2,4,3,3,4,3,4,3,4,1,0,1,4,3,0,1,0,0,0,4.5,1.5,80,0,2,3,3,2,3,2,2,3,1,2,1,1,0,1,0,3,1
12814,1,4,2,4,4,3,4,3,4,4,3,1,0,1,4,4,0,1,1,1,0,4.5,1.5,70,0,2,3,4,0,3,1,0,0,0,2,1,1,1,1,0,3,4
12815,0,4,1,4,3,3,4,3,4,4,4,0,0,1,4,3,1,1,1,0,0,4.5,1.5,60,0,2,2,2,2,0,2,1,3,1,2,1,1,1,1,0,2,3
12816,0,4,2,4,4,3,4,3,3,3,4,0,0,1,3,2,0,1,1,0,1,3.0,1.5,60,0,2,2,3,2,2,1,2,2,1,1,1,1,1,1,0,3,3
12817,1,4,2,4,3,3,4,3,4,4,4,1,0,1,3,3,1,1,1,1,0,4.5,1.5,70,0,2,3,3,2,3,2,2,3,1,2,1,1,1,1,0,3,1
12818,1,4,1,4,4,3,4,3,4,4,4,0,0,1,4,4,1,1,1,1,0,4.5,1.5,70,2,2,3,3,2,0,2,0,0,0,2,1,2,0,1,0,3,4
12819,1,3,2,4,4,3,4,4,3,3,3,0,0,1,4,3,1,0,1,0,0,4.5,1.5,60,0,2,3,3,2,3,1,0,0,0,2,1,2,0,1,0,3,4
12820,0,4,1,4,3,3,4,3,4,3,4,0,0,1,4,2,0,1,0,0,0,4.5,1.5,70,0,2,2,4,2,0,2,0,0,0,1,1,1,1,1,0,3,4
12821,1,4,2,4,4,3,4,4,4,4,4,0,0,1,4,3,0,1,1,1,0,4.5,1.5,70,2,2,3,3,2,0,2,2,3,1,2,1,1,0,1,0,3,1
12822,0,4,1,4,4,4,4,4,4,3,4,0,0,1,4,3,0,1,0,0,1,3.0,1.5,60,0,2,3,3,2,0,1,2,3,0,2,1,1,0,1,0,3,1
12823,0,4,2,4,3,3,4,3,4,3,4,0,0,1,3,2,0,1,1,0,0,4.5,1.5,70,0,2,2,3,2,0,1,2,3,0,1,1,1,0,1,0,3,1
12824,1,4,2,4,3,3,3,3,4,4,4,0,0,1,4,3,0,1,0,0,0,4.5,1.5,60,2,2,3,3,2,0,1,2,3,0,2,1,1,0,1,0,3,1
12825,1,4,1,3,3,3,3,3,4,3,4,0,0,1,4,3,1,1,1,1,0,3.0,1.5,70,0,2,3,2,2,3,1,0,0,0,2,1,2,0,0,0,3,4
12826,1,6,1,4,3,3,4,4,2,2,4,0,0,0,3,2,1,0,0,0,2,4.5,1.5,90,1,2,2,4,0,3,2,1,2,0,2,1,1,1,1,0,2,1
12827,0,6,1,3,3,4,4,4,3,2,4,0,0,1,4,3,1,1,0,0,0,3.0,1.5,80,1,2,2,1,1,0,1,3,1,1,1,1,1,1,0,0,3,3
12828,1,4,1,3,3,3,4,4,3,2,4,0,0,1,4,2,1,1,0,0,4,3.0,1.5,70,1,2,3,2,0,0,1,2,2,0,1,1,2,0,1,0,3,1
12829,0,6,2,3,2,2,4,4,4,2,4,0,0,0,3,2,1,1,0,0,0,4.5,1.5,70,2,2,2,2,0,3,3,2,3,1,2,1,1,1,0,0,3,3
12830,1,6,2,4,3,2,3,3,3,2,3,0,0,0,3,2,0,0,1,1,2,3.0,1.5,90,2,2,3,1,2,3,2,1,3,1,1,1,3,1,1,0,3,1
12831,1,3,1,3,3,2,3,3,2,3,3,0,0,1,3,3,0,1,0,0,1,3.0,3.0,80,0,2,2,1,0,0,2,0,0,1,1,1,2,0,1,0,3,4
12832,0,6,2,3,3,3,4,4,3,2,3,0,0,0,3,2,1,1,0,0,0,3.0,1.5,60,2,2,2,2,0,3,1,1,3,0,2,1,1,1,1,0,3,1
12833,1,4,2,4,3,3,4,4,2,4,4,0,1,1,4,3,1,1,0,0,4,4.5,1.5,90,1,2,2,2,2,0,2,2,3,0,1,1,1,0,1,0,3,3
12834,1,6,2,3,2,3,4,3,2,2,4,0,0,0,3,2,0,1,1,0,1,4.5,1.5,80,0,2,2,2,0,3,1,2,2,1,2,1,1,1,1,0,3,1
12835,0,6,2,4,3,4,4,4,2,3,3,0,1,0,3,2,0,1,0,0,2,3.0,1.5,75,2,2,3,4,0,0,2,0,0,1,0,1,1,2,1,0,2,4
12836,1,6,2,3,3,4,4,4,2,2,3,0,1,1,4,3,0,1,0,0,1,1.5,1.5,85,2,2,3,3,2,2,2,0,0,0,0,1,2,0,1,0,4,4
12837,1,4,2,4,3,4,4,3,3,2,4,0,0,1,3,3,1,1,1,0,1,4.5,1.5,80,2,2,3,4,0,2,2,0,0,0,0,1,1,1,0,0,3,4
12838,0,4,1,2,2,3,4,3,2,2,4,0,0,0,3,2,0,1,0,1,1,3.0,1.5,72,0,2,1,3,1,0,3,2,1,1,0,1,1,0,1,0,3,1
12839,0,6,1,3,2,3,4,2,2,2,4,0,0,0,3,2,0,1,0,1,1,3.0,4.5,65,2,2,1,3,0,0,3,2,1,1,1,1,1,1,1,0,3,1
12840,1,3,1,4,4,4,4,3,3,2,3,0,0,1,2,3,0,1,1,0,0,4.5,3.0,70,2,2,1,2,0,0,2,2,3,2,1,1,1,1,1,0,2,3
12841,0,6,2,4,3,3,4,2,2,2,3,0,0,1,3,2,0,1,0,1,3,1.5,1.5,75,0,2,2,3,0,0,2,2,2,2,1,1,1,1,1,0,3,3
12842,1,6,2,3,3,2,3,2,3,2,3,0,0,1,3,3,0,1,0,1,0,3.0,3.0,70,0,2,3,3,0,0,2,0,0,2,2,1,2,0,1,0,3,4
12843,1,3,1,3,3,4,4,3,3,2,3,0,1,1,3,3,0,1,0,0,1,3.0,3.0,80,2,2,3,2,0,0,2,2,3,2,1,1,1,1,1,0,2,1
12844,1,4,2,3,4,4,4,4,2,2,3,0,0,1,4,2,0,1,0,0,0,3.0,1.5,65,0,2,3,1,2,0,1,0,0,2,1,1,2,0,0,0,3,4
12845,0,3,2,4,3,4,4,3,2,2,3,0,0,0,3,3,1,1,0,0,4,4.5,1.5,80,1,2,2,3,0,0,2,2,3,0,2,1,1,1,1,0,3,3
12846,0,6,0,3,3,3,4,2,2,2,3,0,0,0,4,3,1,0,0,0,1,3.0,1.5,60,1,2,3,4,0,0,3,0,0,0,1,1,1,0,1,0,4,4
12847,0,6,2,4,3,4,4,2,2,2,3,0,0,1,3,2,0,1,0,0,5,3.0,1.5,70,1,2,1,2,0,0,3,2,2,0,1,1,1,1,0,0,4,3
12848,0,6,2,3,4,4,4,2,2,2,4,0,0,0,4,2,0,1,0,0,0,3.0,1.5,70,1,1,1,2,0,2,3,2,2,1,1,1,1,1,0,0,4,3
12849,1,6,1,3,3,3,4,2,2,3,3,0,0,0,3,2,0,1,0,0,4,3.0,1.5,70,1,2,1,2,1,0,2,2,2,0,1,1,1,1,0,0,4,3
12850,1,6,2,3,4,3,4,2,2,2,4,0,0,1,3,2,1,1,0,0,4,4.5,1.5,70,1,2,1,3,2,0,2,1,3,1,1,1,1,1,1,0,2,3
12851,1,6,1,3,3,4,4,3,2,3,3,0,0,1,4,3,1,1,0,0,1,3.0,4.5,85,1,2,1,1,0,0,2,0,0,0,0,1,2,0,0,0,3,4
12852,1,3,1,3,3,4,3,3,2,2,3,0,0,1,3,3,0,1,0,0,1,4.5,3.0,75,2,2,3,3,0,0,3,2,2,0,1,1,1,0,1,0,3,1
12853,1,4,2,3,3,4,4,3,2,2,2,0,1,1,3,3,0,1,0,0,5,1.5,1.5,80,2,2,3,4,2,0,2,0,0,0,1,1,2,0,0,0,3,4
12854,0,4,2,4,3,4,4,4,2,2,3,0,1,1,2,3,0,1,1,0,0,4.5,1.5,85,2,2,3,4,0,2,2,0,0,0,1,1,1,1,0,0,3,4
12855,1,3,2,4,3,4,4,4,3,2,4,0,0,1,3,2,0,1,0,0,5,1.5,1.5,80,2,2,2,2,0,0,2,2,1,0,1,1,2,0,1,0,3,3
12856,0,6,0,4,3,3,3,4,2,2,3,0,0,1,3,3,0,1,0,1,1,3.0,1.5,60,2,1,3,3,2,0,3,2,2,0,1,1,1,1,0,0,4,3
12857,1,4,1,2,3,4,4,3,2,3,4,0,0,0,4,4,0,1,0,0,0,4.5,3.0,80,1,2,3,3,1,2,2,0,0,0,2,1,2,0,1,0,3,4
12858,0,6,1,2,3,2,4,2,2,2,4,0,0,0,2,2,0,1,1,1,1,3.0,1.5,75,2,2,1,3,1,0,3,1,2,1,1,1,1,1,0,0,3,3
12859,0,6,1,2,3,3,4,2,2,2,4,0,0,0,2,2,1,1,0,1,1,3.0,1.5,70,2,2,1,3,0,0,3,3,1,1,1,1,1,1,0,0,3,3
12860,0,6,1,3,2,3,4,2,2,2,4,0,0,0,3,2,0,1,0,1,1,3.0,4.5,68,2,2,1,3,0,0,3,2,1,1,0,1,1,1,1,0,3,1
12861,0,6,1,3,2,3,4,4,2,2,3,0,0,0,2,2,0,1,1,1,2,1.5,1.5,65,2,2,1,3,0,0,3,2,1,1,1,1,1,1,1,0,3,1
12862,0,6,1,2,3,3,3,4,2,2,3,0,0,0,2,2,0,1,1,1,2,1.5,1.5,65,2,2,1,3,0,0,3,2,1,1,0,1,1,1,1,0,2,1
12863,0,4,1,4,2,4,4,3,2,2,4,1,0,1,2,4,0,1,1,1,0,1.5,1.5,76,2,2,3,1,0,0,3,0,0,1,0,1,2,0,0,0,3,4
12864,1,4,1,3,3,2,4,3,2,3,4,0,0,1,4,3,1,1,0,1,1,3.0,1.5,70,2,2,3,3,0,0,3,2,3,1,0,1,2,0,1,0,3,1
12865,1,4,2,4,4,4,4,3,2,2,3,0,0,1,3,2,0,1,1,0,5,3.0,1.5,70,2,2,3,2,2,0,2,2,2,1,1,1,2,0,0,0,3,3
12866,0,6,1,3,3,3,4,3,2,3,4,0,0,0,4,3,0,1,0,0,0,4.5,3.0,70,2,1,1,4,0,0,3,0,0,0,0,1,1,1,0,0,3,4
12867,0,6,2,4,4,4,4,3,2,3,3,0,0,0,4,3,0,1,0,0,1,4.5,3.0,70,1,1,1,2,0,0,3,1,3,1,2,1,1,1,0,0,3,3
12868,0,6,1,4,3,3,3,3,2,2,3,0,0,0,4,3,0,1,0,1,4,4.5,1.5,60,1,2,3,4,0,0,3,0,0,0,1,1,1,0,0,0,3,4
12869,0,4,2,4,3,4,4,3,2,2,4,0,0,1,3,2,0,1,0,1,1,4.5,1.5,80,2,2,3,3,0,0,3,2,3,1,1,1,1,0,1,0,3,1
12870,0,4,2,3,3,4,4,3,2,2,2,0,0,0,2,2,0,1,0,0,0,4.5,3.0,80,1,1,1,3,1,0,3,2,3,0,1,1,1,1,0,0,1,3
12871,1,6,1,4,3,3,4,3,2,3,4,0,0,1,2,3,0,1,1,1,5,3.0,4.5,70,0,2,2,2,0,0,3,3,2,0,0,1,1,1,0,0,3,3
12872,0,4,2,4,3,4,4,4,2,3,3,0,0,1,4,4,0,1,1,1,0,4.5,1.5,80,2,1,1,3,0,0,2,1,3,1,2,1,1,1,1,0,2,3
12873,0,3,2,4,3,4,3,3,2,2,3,0,0,1,3,2,0,1,0,0,1,3.0,1.5,75,2,2,2,3,2,0,2,2,1,1,1,1,1,1,1,0,2,1
12874,1,4,2,3,3,4,3,3,2,2,4,1,1,1,3,3,1,1,0,0,5,1.5,1.5,90,2,2,3,3,0,0,2,0,0,1,1,1,2,0,1,0,3,4
12875,0,2,2,4,3,4,4,3,2,2,3,0,0,1,2,3,0,1,0,0,1,3.0,1.5,80,2,2,3,2,1,0,2,2,3,1,1,1,1,1,1,0,3,1
12876,0,4,1,3,3,4,4,3,3,2,4,0,0,1,3,2,0,1,0,0,0,1.5,1.5,70,2,2,2,4,1,0,1,0,0,1,1,1,1,0,1,0,4,4
12877,1,3,1,3,3,4,3,4,2,2,4,1,0,1,3,2,1,1,1,0,0,4.5,1.5,65,1,2,2,1,0,0,1,0,0,1,1,1,2,0,0,0,2,4
12878,0,3,1,3,3,2,3,3,2,2,4,0,0,1,3,2,0,1,0,0,4,1.5,1.5,60,1,1,1,3,0,0,1,3,3,1,1,1,1,1,0,0,4,3
12879,1,3,0,2,2,3,2,2,2,2,4,1,0,1,3,2,1,1,0,0,0,1.5,1.5,60,1,2,2,1,2,0,1,0,0,2,2,1,2,0,0,0,3,4
12880,0,4,2,4,3,3,3,4,3,2,4,0,0,1,3,3,1,1,1,0,0,3.0,1.5,60,1,2,1,2,0,0,1,1,2,0,1,1,1,2,0,0,3,1
12881,0,4,1,3,4,3,4,3,2,2,3,1,0,1,3,3,0,1,1,0,0,3.0,1.5,75,1,1,1,3,0,0,2,1,2,0,1,1,1,2,1,0,3,1
12882,0,4,1,3,3,3,3,3,2,2,3,0,0,1,3,3,0,1,0,0,2,3.0,1.5,75,2,1,1,1,0,3,3,3,2,0,1,1,1,2,1,0,4,3
12883,1,3,1,2,3,3,3,3,2,2,4,1,1,1,3,4,1,1,0,0,0,1.5,1.5,75,2,2,3,3,0,3,1,0,0,1,1,1,2,0,1,0,4,4
12884,0,6,2,3,3,4,3,2,2,2,4,0,0,1,3,3,0,1,1,0,0,3.0,1.5,70,1,1,1,3,0,0,2,2,2,1,1,1,1,1,1,0,3,1
12885,0,4,1,2,3,3,3,3,2,2,4,1,0,1,3,3,0,1,0,0,3,3.0,1.5,75,1,1,1,3,0,0,1,2,2,0,1,1,1,1,1,0,4,3
12886,1,4,0,3,3,3,4,3,2,2,4,0,0,1,3,3,1,1,0,0,0,3.0,1.5,70,0,2,3,3,0,0,2,0,0,1,1,1,2,0,0,0,4,4
12887,0,4,2,3,3,3,3,3,2,2,4,0,1,1,3,3,0,1,0,0,0,3.0,3.0,80,0,1,2,2,0,0,2,2,2,1,1,1,1,2,0,0,3,3
12888,1,4,0,3,2,3,3,3,2,2,3,0,1,1,4,4,0,1,0,0,0,3.0,1.5,75,0,1,2,3,0,2,2,2,3,0,1,1,2,0,1,0,3,1
12889,1,4,0,3,3,2,2,3,3,2,4,0,0,1,4,3,1,1,1,0,0,4.5,1.5,70,0,2,1,3,0,2,1,0,0,1,2,1,2,0,1,0,3,4
12890,0,4,1,3,4,3,2,4,2,2,3,1,0,1,3,3,0,1,1,0,0,3.0,1.5,80,1,1,1,3,0,0,2,1,2,1,1,1,1,1,1,0,3,3
12891,0,4,2,3,4,2,3,2,2,2,3,1,0,1,4,3,0,1,1,0,0,3.0,1.5,75,1,1,2,3,0,0,2,2,2,0,1,1,1,0,1,0,3,1
12892,0,4,2,4,4,4,3,4,2,3,4,0,1,1,3,3,0,1,0,0,0,3.0,1.5,75,0,1,1,3,0,0,2,2,3,2,1,1,1,1,1,0,1,1
12893,1,4,0,2,4,2,4,4,2,2,4,0,0,1,4,3,0,1,0,0,0,4.5,1.5,80,0,1,2,4,2,0,3,0,0,1,1,1,1,0,1,0,3,4
12894,1,4,1,4,3,4,3,3,2,3,4,1,1,1,3,4,0,1,0,0,0,4.5,3.0,78,1,1,1,4,0,0,2,0,0,1,2,1,1,0,1,0,3,4
12895,0,6,1,2,2,2,2,2,4,2,3,0,0,1,2,2,0,1,0,0,0,3.0,1.5,75,1,1,2,2,0,0,3,2,2,1,1,1,1,1,1,0,3,3
12896,1,6,1,3,2,2,2,2,4,2,3,0,0,1,3,3,0,1,0,0,4,3.0,3.0,85,2,2,3,2,0,0,3,3,2,2,1,1,1,0,1,0,3,3
12897,0,3,2,2,3,2,2,2,4,3,3,0,0,1,3,2,1,1,0,1,1,3.0,3.0,85,1,1,3,1,1,0,3,3,2,1,1,1,1,0,1,0,3,3
12898,1,3,2,3,3,2,2,2,3,2,3,0,0,1,3,2,0,1,0,0,0,3.0,1.5,70,2,2,3,2,0,0,3,2,3,1,1,1,1,1,1,0,3,3
12899,1,3,2,3,2,2,2,2,3,2,3,0,0,1,3,2,0,1,0,0,0,3.0,4.5,75,1,1,3,4,0,0,3,0,0,1,1,1,1,1,0,0,3,4
12900,1,6,1,3,4,2,2,2,3,2,3,0,1,1,3,2,0,1,1,0,0,3.0,1.5,80,1,1,3,3,1,0,2,2,3,1,1,0,2,0,1,0,3,1
12901,0,6,1,3,4,3,4,3,2,2,3,1,1,1,3,2,0,1,0,0,1,3.0,1.5,65,0,2,3,1,0,0,2,2,2,0,1,1,1,0,1,0,3,1
12902,1,6,1,4,4,4,4,4,3,2,4,0,1,1,3,2,0,1,1,0,2,3.0,1.5,80,0,2,2,2,2,0,2,2,3,0,1,1,1,0,1,0,2,3
12903,0,6,1,3,4,3,4,4,3,2,3,0,0,1,3,2,1,1,0,0,1,4.5,1.5,65,0,2,2,3,0,0,2,1,2,1,2,1,1,0,1,0,2,1
12904,0,3,2,2,3,2,2,4,3,3,3,0,0,1,3,2,1,0,0,1,1,3.0,3.0,75,0,2,3,1,1,0,3,3,3,1,1,1,1,0,1,0,2,3
12905,0,3,2,2,2,3,2,4,3,2,3,0,0,1,3,3,1,1,1,0,3,3.0,3.0,70,2,2,3,3,1,0,3,2,2,1,2,1,1,1,1,0,2,1
12906,1,6,1,4,4,2,4,4,2,2,4,0,0,1,4,4,0,1,0,0,0,4.5,3.0,70,2,1,2,2,2,0,3,2,3,1,1,1,1,0,1,0,3,1
12907,0,6,0,2,3,3,3,2,3,2,3,0,1,1,3,3,1,1,0,0,0,4.5,3.0,85,2,2,3,4,0,0,2,0,0,1,1,1,1,1,0,0,2,4
12908,1,3,1,3,4,3,3,4,2,2,3,0,0,1,3,4,1,1,0,1,1,4.5,1.5,85,2,2,2,4,0,0,3,0,0,0,1,1,1,1,1,0,1,4
12909,1,4,1,3,3,4,4,4,2,2,3,0,1,1,4,4,1,0,0,1,0,4.5,1.5,90,0,2,3,1,0,0,3,0,0,1,1,1,2,0,0,0,1,4
12910,0,4,2,3,3,3,4,4,2,2,3,0,0,1,4,3,1,0,0,1,1,3.0,3.0,90,2,1,3,2,2,0,2,2,3,0,1,1,1,0,1,0,3,1
12911,0,6,1,3,4,4,4,4,2,2,4,0,1,1,4,4,1,1,0,0,1,3.0,1.5,90,2,2,2,4,0,0,3,0,0,0,1,1,1,0,1,0,3,4
12912,1,6,1,4,4,3,4,3,3,2,3,0,0,1,3,3,0,1,1,0,5,4.5,1.5,80,2,1,1,2,0,0,2,2,3,0,0,1,1,0,1,0,3,1
12913,1,6,2,2,3,2,2,2,3,3,4,0,0,0,3,3,1,1,1,1,1,4.5,1.5,85,2,1,1,3,0,3,3,2,3,1,1,1,2,0,1,0,3,1
12914,1,4,2,2,3,2,3,4,3,3,4,0,0,1,3,3,0,1,0,0,1,4.5,1.5,70,2,1,2,3,0,0,2,2,3,0,1,1,1,1,1,0,3,1
12915,0,6,0,4,4,3,2,4,3,3,3,0,0,1,4,3,1,1,1,0,1,4.5,3.0,80,1,1,2,2,1,0,2,0,0,0,1,1,2,0,0,0,3,4
12916,0,3,1,4,3,3,3,3,2,3,4,1,1,1,3,3,1,1,1,1,0,3.0,1.5,60,2,2,3,1,1,0,2,1,2,0,2,1,1,1,0,0,3,3
12917,0,6,1,2,2,4,4,2,2,3,3,0,0,0,3,2,0,1,0,0,1,1.5,4.5,80,2,1,2,1,2,0,3,1,2,1,1,1,1,1,0,0,3,3
12918,0,6,1,4,3,4,3,4,2,4,4,0,0,1,3,3,1,1,0,1,0,3.0,1.5,80,1,1,2,4,1,0,3,0,0,0,1,1,1,1,0,0,3,4
12919,1,6,1,4,4,4,4,4,2,3,4,0,0,1,4,3,0,1,0,0,0,4.5,1.5,80,2,2,2,4,2,0,3,0,0,2,1,1,1,1,1,0,2,4
12920,0,4,2,4,3,3,3,3,2,2,3,0,1,1,4,4,0,1,0,0,0,4.5,1.5,80,2,1,1,2,2,0,3,2,3,0,1,1,1,0,1,0,3,1
12921,0,2,2,4,4,4,4,4,2,2,3,1,0,1,4,3,1,1,1,1,1,1.5,1.5,50,0,2,2,2,0,1,3,2,3,0,0,1,2,0,1,0,3,1
12922,0,6,2,3,4,4,4,4,3,3,3,0,0,0,3,2,0,1,1,0,4,4.5,4.5,70,1,1,1,4,2,0,3,0,0,0,1,1,1,2,0,0,3,4
12923,0,3,0,3,3,4,4,4,3,3,2,0,0,1,3,3,0,1,0,1,1,1.5,1.5,70,1,1,2,2,0,0,3,2,3,0,1,1,1,0,1,0,4,1
12924,0,3,2,4,4,4,4,4,2,2,4,0,0,0,3,3,0,1,0,1,3,3.0,3.0,70,1,1,2,3,0,0,2,2,3,0,1,1,1,0,1,0,2,1
12925,1,4,2,4,4,4,4,4,3,2,3,0,0,0,3,3,1,1,0,0,1,1.5,3.0,70,1,1,2,1,1,0,2,2,2,0,1,1,1,0,0,0,3,1
12926,0,3,1,4,4,3,4,3,3,2,3,0,1,1,2,3,1,1,1,0,0,3.0,1.5,80,2,1,2,3,2,1,1,2,3,2,1,1,1,1,0,0,3,1
12927,1,4,2,4,4,4,4,3,3,3,4,0,0,1,4,2,1,1,1,0,0,4.5,3.0,70,2,2,2,3,0,0,3,2,3,1,2,1,1,1,1,0,1,1
12928,0,4,1,4,4,4,4,4,2,2,4,0,0,1,3,3,1,1,0,1,3,3.0,3.0,60,1,1,2,3,0,0,1,2,3,0,2,1,1,0,1,0,2,1
12929,1,4,2,2,3,4,4,3,3,2,3,0,0,1,4,3,1,1,0,0,0,1.5,4.5,88,0,2,1,3,2,0,3,2,3,2,1,1,2,0,1,0,2,1
12930,1,4,2,2,4,3,2,4,2,2,4,0,0,0,4,4,1,1,0,0,0,4.5,1.5,90,2,1,3,2,0,0,1,2,3,0,1,1,1,1,1,0,2,1
12931,1,3,2,2,3,3,3,2,2,2,2,0,1,0,3,2,0,1,0,0,0,3.0,3.0,80,0,2,1,3,0,0,3,2,3,2,1,1,1,1,1,0,2,1
12932,0,3,2,4,3,3,3,3,2,2,4,0,0,1,3,2,1,1,1,1,1,3.0,1.5,80,2,2,3,3,0,3,2,2,2,0,2,1,1,0,1,0,4,1
12933,1,6,2,3,3,4,4,3,3,2,3,0,1,1,2,3,1,0,1,1,0,4.5,1.5,90,2,2,3,3,1,0,2,2,3,1,1,1,2,0,1,0,3,1
12934,0,6,2,4,4,3,3,2,4,3,3,0,0,1,3,2,1,1,1,1,0,4.5,3.0,80,0,2,3,3,1,0,1,2,3,0,2,1,2,0,1,0,3,1
12935,0,6,2,3,2,3,2,4,2,2,3,0,0,1,2,3,1,1,0,1,0,4.5,1.5,80,2,2,3,3,0,2,2,2,3,1,2,1,2,0,1,0,3,1
12936,0,4,2,3,2,2,3,3,2,2,4,0,0,1,3,3,1,1,1,1,0,4.5,3.0,80,2,2,3,3,0,3,2,2,3,0,2,1,1,0,1,0,3,1
12937,0,3,2,4,4,4,4,4,2,2,2,1,0,1,4,4,0,1,1,0,1,1.5,1.5,90,2,2,3,2,0,1,2,2,3,2,2,1,1,0,0,0,2,3
12938,0,6,1,3,2,3,3,2,3,4,4,0,0,1,2,2,0,1,1,1,1,4.5,1.5,80,0,2,3,3,0,0,1,2,3,0,1,1,1,1,1,0,3,1
12939,0,6,1,2,2,2,2,2,4,4,4,0,1,1,2,2,1,1,0,1,1,3.0,3.0,70,1,1,1,3,1,0,1,1,3,1,1,1,1,1,0,0,3,1
12940,1,6,1,3,2,4,3,2,4,4,3,0,1,1,2,2,0,1,0,1,0,3.0,1.5,90,0,2,3,3,0,2,1,0,0,0,1,1,2,0,1,0,3,4
12941,1,4,2,3,4,4,4,3,2,2,4,1,1,1,4,4,0,1,0,1,1,1.5,1.5,90,2,2,3,2,2,1,3,0,0,2,2,1,2,0,0,0,4,4
12942,0,6,2,3,3,2,2,2,4,4,4,1,0,1,3,3,0,1,0,1,1,3.0,1.5,80,0,2,3,3,0,0,1,2,3,0,1,1,1,1,1,0,3,1
12943,0,6,1,3,4,3,3,2,4,4,4,0,0,0,2,2,0,1,0,0,2,3.0,1.5,70,0,1,1,3,1,0,1,2,3,0,1,1,1,1,0,0,3,3
12944,0,4,1,4,4,4,4,4,3,2,4,0,0,1,4,4,1,1,1,0,0,4.5,1.5,68,0,2,2,4,0,0,1,0,0,0,1,1,1,1,0,0,3,4
12945,0,3,1,4,4,3,4,3,3,2,3,0,0,1,3,2,0,1,1,0,0,3.0,3.0,50,0,2,1,2,0,0,2,1,3,1,1,1,1,2,0,0,3,3
12946,0,3,2,4,3,4,4,4,3,2,3,0,0,1,3,2,0,1,1,0,1,3.0,3.0,60,1,2,1,1,0,0,2,1,3,1,0,1,1,2,0,0,3,3
12947,0,3,1,4,3,4,4,3,3,2,3,0,0,1,3,2,0,1,1,0,1,1.5,3.0,50,0,2,3,2,0,0,2,2,2,1,0,1,1,0,1,0,3,1
12948,1,3,1,4,4,4,4,3,3,2,3,0,0,1,3,3,1,1,0,0,1,3.0,3.0,70,0,1,3,3,0,0,2,2,2,1,0,1,1,0,1,0,3,1
12949,0,3,2,4,4,4,4,3,3,2,3,0,0,1,3,2,0,1,0,0,1,1.5,3.0,70,0,2,3,2,0,0,2,2,2,1,1,1,1,0,1,0,3,1
12950,1,3,2,3,4,3,4,3,3,2,3,0,0,1,3,2,0,1,1,1,0,3.0,1.5,80,0,1,3,4,0,0,2,0,0,1,1,1,1,1,1,0,3,4
12951,0,3,1,4,4,4,4,3,3,2,3,0,0,1,3,2,1,1,0,0,1,3.0,1.5,70,0,1,3,2,0,0,2,2,3,1,1,1,1,1,1,0,3,3
12952,1,3,1,3,4,4,4,3,3,2,3,0,1,1,3,2,1,1,1,1,0,3.0,3.0,60,0,2,3,4,0,0,2,0,0,1,0,1,1,0,1,0,3,4
12953,0,3,1,4,4,3,4,3,3,2,3,0,0,1,3,3,0,1,0,0,1,3.0,3.0,70,0,2,3,3,1,0,2,2,3,1,1,1,1,1,1,0,3,1
12954,1,3,1,4,3,4,4,3,3,2,3,0,0,1,4,3,0,1,0,0,1,3.0,1.5,70,0,2,3,2,0,0,2,2,2,1,1,1,1,1,1,0,3,1
12955,0,3,2,4,4,4,4,4,3,3,3,0,0,1,3,2,0,1,0,1,0,3.0,3.0,60,0,1,3,4,0,0,2,0,0,0,0,1,1,0,1,0,2,4
12956,0,3,2,4,4,4,4,3,3,2,3,0,0,1,3,3,0,0,0,0,1,1.5,3.0,70,0,2,3,2,0,0,1,1,2,1,1,1,1,1,0,0,3,3
12957,1,3,1,4,4,4,4,3,2,2,3,0,0,1,3,2,0,1,0,0,1,3.0,3.0,70,0,2,2,2,0,0,2,2,3,0,1,1,1,1,0,0,3,3
12958,0,6,1,4,4,4,4,3,3,2,3,0,0,1,4,2,1,1,0,0,1,3.0,3.0,70,2,2,3,3,0,0,2,2,2,1,0,1,1,0,1,0,3,1
12959,0,6,1,4,4,4,4,4,2,2,4,0,0,0,4,2,1,0,0,0,0,4.5,1.5,60,1,2,1,4,0,0,3,0,0,1,1,1,1,1,0,0,4,4
12960,1,6,1,4,4,4,4,4,2,2,3,1,1,1,4,4,1,0,0,1,0,3.0,1.5,70,0,1,3,3,0,0,2,2,3,1,1,1,1,0,1,0,3,1
12961,1,4,2,3,3,2,4,4,4,2,4,0,1,1,4,3,1,1,1,1,5,4.5,1.5,80,2,1,3,2,0,0,2,2,3,1,1,1,1,0,1,0,2,1
12962,1,4,1,4,4,4,4,4,3,2,3,0,0,0,4,4,0,0,0,0,0,3.0,1.5,60,1,1,3,4,0,0,2,0,0,1,1,1,1,1,1,0,4,4
